mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,label
-1.5923749867241033,26.630667189414957,-34.37099449495688,-26.692607327852947,9.23962166581013,-24.855250544884758,-22.99134448904365,-17.715681677020623,-12.609905043411624,-18.243123572547553,4.418624511944239,2.044655329454034,10.359407339935906,4.898762732146674e-18,-1.718659001492986e-18,-1.3715658783173192e-18,2.0781744048665187e-18,2.921428013592244e-18,-4.580167781189641e-18,1.364989377036096e-18,4.325876398315679e-19,1.9875648316585553e-19,-1.6017434231601298e-18,6.459585702890305e-19,-5.078520433833441e-19,-6.97109135809655e-19,2.922889458321405e-20,-5.845778916642809e-21,6.653227129504098e-19,6.328055677265842e-19,2.0533298444707868e-19,4.5304786603981775e-20,-9.499390739544566e-20,2.3967693558235517e-19,1.6426638755766294e-18,5.728863338309953e-19,8.754053927672608e-19,2.287161001136499e-19,3.8070635194636294e-19,0
