delta,theta,alpha,beta,gamma,label,delta_rel,theta_rel,alpha_rel,beta_rel,gamma_rel,alpha_beta_ratio,theta_beta_ratio,engagement_index,fatigue,workload,calmness
0.3919853437729118,0.9398768627854182,0.3910310783835068,0.19486227387992508,0.6312233114736608,0,0.3476138352524711,0.9133274058329838,0.31143497769259665,0.11870863621122726,0.5994808913186698,0.6110034783061238,0.725612353702182,0.05097266734950073,0.3023133319533416,0.13555422541104295,0.11030045093601232
0.1712808259050272,0.37308357720942303,0.07834425108746418,0.05944433874633212,0.1606062951453602,0,0.46623273970661744,0.886673183129936,0.26243855596454607,0.21021556366870395,0.441642115923972,0.36298305208817205,0.5396977057319693,0.1262931004396544,0.3642647739747448,0.09952403773098532,0.08571764508550486
0.012423919601336694,0.20038052115157962,0.40750956681322303,0.575900679279628,0.09641304299626241,1,0.023484179747286255,0.3521240871361231,0.6790196428416906,0.9108480033598311,0.17067962853020374,0.18312092425785728,0.06489026453830352,0.621104482051624,0.04176826062317934,0.13897926603015492,0.5520534648269061
0.030776222312387733,0.008058603521051602,0.3108829992048252,0.23539553315911713,0.14922197090287434,1,0.16161035578062127,0.095533412018146,0.8015530752037957,0.6100454907847338,0.4632720076411477,0.41282405269177025,0.03441976413315077,0.44665231903081437,0.019447475614269655,0.6335674770869484,0.7303535432328898
0.15136564951217202,0.15036226754128396,0.5291895855653609,0.3656984921904911,0.39358383852889234,1,0.20556882947508492,0.19940971656998333,0.7133089454894684,0.4737637469834477,0.5772932418312553,0.4750960628824179,0.08446116117511929,0.34686199096821557,0.04457889088781687,0.5239304619036129,0.5351692892219744
0.08631657434105071,0.03784498882614304,0.4836388022260517,0.266335337843813,0.24325077821585803,1,0.18692663679309035,0.08907931693904372,0.8725811876941117,0.48322011303643786,0.4923416063659725,0.5847980858080523,0.04671176904950899,0.325548326672522,0.016672336843800636,0.6800955074492072,0.760096679847171
0.2744812818253865,0.2971896580287522,0.05119641446340928,0.01689981835416282,0.6213997316776277,0,0.5095650530552671,0.5243933907268089,0.11806011454407883,0.05676344359658589,1.0,0.4273676397892954,0.5735628586447521,0.1059136226837222,0.4477698959982154,0.4731385243187381,0.06213500016384528
0.2603433080027466,0.4520239796552144,0.9896729464919848,0.6098608223136902,0.5563879777790577,1,0.15999943563384983,0.34479633537909493,0.7759532383618971,0.4337328382199359,0.4406094151101256,0.5700621149880185,0.14363927854720435,0.2562928546983555,0.0482348312884647,0.2852729357196544,0.5145596412521235
0.7642494523419091,1.0,0.3086985139843579,0.6606750302917082,0.960164950297946,0,0.4554411078810647,0.8562789089805386,0.0952544619287205,0.3166204242201047,0.5874093499788491,0.07576805454036448,0.4065713884763468,0.26197413902174427,0.5799254721286584,0.14425457146772225,0.03745468358340723
0.02688914392281229,0.054585225597758386,0.315082624769196,0.44390990212205395,0.19495649808607043,1,0.09022821027653372,0.14163627562862693,0.6426098499054093,0.8429351954805265,0.44214471659956184,0.19192938763404618,0.02695054444218973,0.7074259147234302,0.029184788116157392,0.5147074186783168,0.6411839726977141
0.21509629851848416,0.19345974621814915,0.6731363778880194,0.5380374876326528,0.226099684508585,1,0.2494834370666042,0.21541394173182657,0.7887984867448187,0.603494608411525,0.252956455365748,0.409906860318595,0.06829855324815567,0.4040987275454557,0.04401241964280923,0.272247637015268,0.5384964517965768
0.5566036539954731,0.4438605473292742,0.07745373829083915,0.059925049795965885,0.3608049039267931,0,0.8702188569773657,0.6560555296614703,0.11232372989515688,0.0815392038264571,0.5467921299535883,0.35938640304781555,0.6234936477881307,0.10250595214362798,0.6373685957726334,0.18470031922524816,0.029657237941023845
0.8576235258192915,0.9830874442895015,0.19299541628328484,0.4406321259854056,0.7068347154540523,0,0.6800766836174446,0.7642354034646952,0.06595937694629234,0.2533283222458075,0.5247309919399878,0.08490679919847652,0.42410477516732514,0.2470311069009725,0.7115422342614444,0.14768341052615824,0.02131355524826023
0.42694227456444306,0.11618224139462979,0.647922128978507,0.4884593316407273,0.2777314866762478,1,0.5048055066006574,0.09694268478055537,0.7058463520569198,0.5051118773551825,0.2942855345026018,0.4384727812284165,0.04640720468827777,0.4118185850216033,0.07344696326093052,0.4619145648490985,0.403940195905954
0.5497556866228466,0.43929944310490315,0.16199979912359866,0.232257702585386,0.4953894568298687,0,0.7061367576427007,0.5308554051765121,0.16730089920156987,0.2403067378686569,0.6206415126609335,0.21201263212786234,0.31982392366907453,0.27035523226863856,0.4475242232943729,0.26046767057471365,0.06219292571900155
0.14298571184241676,0.08971958798955287,0.3627099564280527,0.48603308504566134,0.1901913933124568,1,0.2626871780990878,0.15985746082616412,0.6071002765239044,0.7719374848436824,0.34304069331172465,0.20380010178104993,0.03624833279140303,0.6639338830642354,0.06113858723770298,0.4025837993096157,0.4520336566121391
0.3620722294746908,0.27387401492893126,0.1890441789867844,0.2318951508892809,0.28068667215794874,0,0.625861119678703,0.4494914334077351,0.3093100140232581,0.3579221304934568,0.47653558612332586,0.24989619414611983,0.21082726850149647,0.34414811552475877,0.2739491123707219,0.24054969629094763,0.12462925152169085
0.0,0.08704560832260613,0.3903809167090997,0.529579023317431,0.29882588325782933,1,0.0,0.15978368488989528,0.6622365190143471,0.8523480014334756,0.5540084632392852,0.19773830422010877,0.03016640318643333,0.6892710987052671,0.010098542108834388,0.5744481464736443,0.8404033730726506
0.06928968267973375,0.2542101377081219,0.6698463306812081,0.5960241722481516,0.1825068730687913,1,0.05614586924275472,0.315798080689909,0.8261574555253771,0.7074352125313447,0.21001197073167938,0.35807109928054726,0.08018548442429682,0.4251658294697641,0.027888296216704966,0.17711834275093125,0.6518728432333872
0.0,0.025654466410371113,0.13937374414910728,0.29217963843405703,0.14167768879417106,1,0.0,0.20153046340471073,0.5557494695538638,0.9134419163661774,0.5822374040774829,0.1254503678455451,0.03449904497408069,0.8001678095760203,0.02507850541771156,0.5242045012190846,0.6762002364382009
0.04843048649296196,0.09699557919740026,0.2290024366915138,0.15697684665750614,0.20055576814609485,1,0.20866628182881553,0.3101651462453521,0.6286674665091136,0.44889543112727515,0.5984475656023833,0.43517533263395425,0.12738334132575466,0.32687485320118825,0.06936821534119604,0.40055478356497887,0.4188376013551086
0.12760049772212562,0.1204688545348104,0.26974609466737065,0.4218463201111773,0.12490721412434894,1,0.2898095957841696,0.26150947682216585,0.5416709930498493,0.7797613690846213,0.28038341632033587,0.16615126558730373,0.058734316217307424,0.6592042956811445,0.09026674654605733,0.25293943139664743,0.35123851668452033
0.06664744037070781,0.024467118453893266,0.40577621418859955,0.15159848906385834,0.0470752937720203,1,0.2567330815612441,0.137704560213837,0.9999999999999999,0.439951147395671,0.2085457876817477,0.7571186574325909,0.06971736596316885,0.23791520690619636,0.019082296321785083,0.31881832984278397,0.7341430768524263
0.47899983883925984,0.4893955407789417,0.1711143785180735,0.3296348295818573,0.44586463823386013,0,0.6023019130297094,0.5906176162163532,0.17536282176134804,0.348582765155826,0.5460008986111782,0.13294020731272035,0.2724712975040631,0.34666125531755265,0.42055693056826704,0.20696663816326938,0.0689138680268381
0.27756997665059097,0.06053186823856049,0.6309594120501621,0.2942077774355667,0.12053952165295265,1,0.4486521755278558,0.08470024215723157,0.9270641514895485,0.422151407136623,0.17558095596935153,0.7093092676021155,0.0539624495431817,0.26534052232810934,0.0409170690088229,0.3631173269490859,0.5573584670799483
0.3190683735226244,0.6094422787742055,0.20180460272294973,0.19775515762646464,0.3854509023771294,0,0.4371785087788315,0.8302484656775589,0.24963115625115778,0.23353601151612044,0.5271834655450871,0.3161330806784838,0.47935625381777097,0.15643018048814214,0.3551444328212207,0.1333776730837385,0.08887249854038226
0.047506735894152316,0.09022516649813747,0.5579742877729955,0.7374355152491829,0.44217092888948584,1,0.017142788026222155,0.0818290420932953,0.6595090541234562,0.8479933283834608,0.5665238594615838,0.19816910675985946,0.013895080038459379,0.7362339664212388,0.00987711806785628,0.778666196078412,0.8433841270603829
0.5499498678665309,0.6619140371852217,0.3120310839536625,0.2105446072753466,0.32416288930985937,0,0.6420490526512121,0.7515085290500331,0.30728738310292003,0.18648842506778593,0.3384498737150153,0.4586166161942278,0.49755095002097244,0.12305088133695771,0.34144847120869265,0.09483073715240518,0.09388157041617012
0.16988208982319147,0.24714544376133168,0.8366777992918818,0.27748075429755925,0.48349168820263866,1,0.1590315205377955,0.25507832048714874,0.9067448648934086,0.26601497209739133,0.5580940651425985,1.0,0.16795202228522416,0.1333694459181705,0.02724775067046091,0.43513594723302224,0.6572755471721905
0.5844648879127959,0.3448083373543472,0.25411050648986966,0.18086866820985312,0.4882587873993808,0,0.7553680311820201,0.4082872478234052,0.2775000887390278,0.1815495878144722,0.6118024490916822,0.42750111706793736,0.304132567807986,0.2077061163697543,0.31902051256977976,0.327086798722314,0.10287273160515181
0.1229561603994229,0.25681365694744307,0.8241824692197004,0.4367337434613957,0.3081813927993995,1,0.10698612727972234,0.28033497036063226,0.9250549981273287,0.4585176454028538,0.3444563937958898,0.6560573183717482,0.11479817951168525,0.244367150837172,0.022656810488484322,0.27807969014576633,0.6985485001231957
0.1264823357884331,0.04326914393293613,0.34857475529902215,0.257347798661392,0.0671215436408972,1,0.3517280390769198,0.14927154150990826,0.793426987395471,0.5857607980947889,0.2131337926934106,0.427292951794912,0.05205629975741933,0.41243331773460656,0.04897840618552593,0.3088224431741069,0.5105422773022615
0.1284008420726292,0.07433217584890636,0.6459369022863305,0.7091433248792098,0.3403922137994905,1,0.12474808083523353,0.055631655321338486,0.7472259185356686,0.7942723627322611,0.40797338402376854,0.2663243666065781,0.011105528220320612,0.6406368849459251,0.01460621793923067,0.6873035846325783,0.783742740954149
0.5776235445308027,0.8689766620875763,0.43313439621902106,0.14296721319515784,0.6460082136305973,0,0.5172889253049748,0.7909716510018637,0.32528629430011835,0.058004849245407136,0.5751801152342324,0.8355342446875506,0.800761303011769,0.021495107911042532,0.30740279656231523,0.1559197592117763,0.10796558061834396
0.7779970234211889,1.0,0.5139606934019721,0.4880108298649949,0.8886516316730994,0,0.47179561211178994,0.8249557349258491,0.2340716523456407,0.20998942851505323,0.5390722845999734,0.3278701920248993,0.5064799372942554,0.1439529629311915,0.377847853529476,0.13782416929072328,0.0812645113808769
0.37220642485620525,0.06414377590744605,0.889906617593139,0.5145224848496786,0.5479014748261526,1,0.3420232463541741,0.0017560359284041482,0.8175381044709976,0.43272232193967775,0.5292193339556301,0.6050011330724981,0.02313005297132851,0.33717419982445906,0.03000401642054279,1.0,0.6345945610530184
0.20262445113608646,0.21675377348620967,0.7053109921714596,0.7013303692335292,0.4109702273644634,1,0.1747330307722627,0.1916637839374871,0.6967646069961703,0.6688691881686608,0.4167695571549697,0.30774213579439036,0.05382297934091159,0.5062327773039629,0.04135285542634427,0.4166936016030278,0.5546309551727496
0.49070488083030656,0.5410568999929712,0.0,0.13671774297868808,0.2401036781248311,0,0.8321003810321721,0.8721640361644963,0.0,0.21120571480672487,0.39303963074263265,0.005996319746836787,0.5304332628138398,0.21036692515317815,0.9999999999999999,0.08908526972868992,0.0
0.1306407617672179,0.1494163508056437,0.40267774598383577,0.2793736347647353,0.15526028515569243,1,0.27505472102224904,0.29724354650037965,0.7368535979556075,0.5057387749831518,0.31895010801936435,0.4603881826546288,0.10957020481303334,0.3305338158053708,0.06208002920554505,0.2505885968648424,0.4480032632621216
0.5633269372019666,0.5873472417969736,0.2707191485585846,0.16491586413464163,0.5414855900512904,0,0.6395683560064394,0.642002087558374,0.2510010769012254,0.12999277867592005,0.6001754567436646,0.4885693955383198,0.5161567283700513,0.11259161691583083,0.36403698798210754,0.20740778760259398,0.08579477436559074
0.6030444527857237,0.7278357668468649,0.35108313524076395,0.40768402997744524,0.895615036334206,0,0.4844087181402404,0.5848528625191571,0.2146964050388398,0.25301915158251387,0.755270733586044,0.25328843340516427,0.33619839681255076,0.2441636289183842,0.34091285033045,0.28561734567279,0.09408447526247349
0.1842961762021148,0.15464969121778277,0.6355504304784675,0.5499337260216073,0.29287857638584114,1,0.21295019204321375,0.16952455632603522,0.7582764266409384,0.6300852091530962,0.3563999212345588,0.3706764527339331,0.05241004309440501,0.45403360320359465,0.03750789708567728,0.39997276773101287,0.5795661041177086
0.4568877974375462,0.4201769411908339,0.17019925892585355,0.1781646753197493,0.6559707112554688,0,0.5819465354215398,0.5096063875317915,0.17912773758030076,0.1799815759679623,0.8498090581789448,0.2976041351381603,0.3649719219933087,0.21324846985963394,0.3872923496833892,0.3637653772477101,0.07832875341837231
0.18569377773451057,0.3071938137626208,0.5085892572261979,0.597895106980087,0.24992448711269252,1,0.21299995885544776,0.37192921601882933,0.5991869522287346,0.6830470007548465,0.29248641245728896,0.24255371927416516,0.09775601177982851,0.49258498686125596,0.0827738087396661,0.19259420638197827,0.3731470316976706
0.1295361602888132,0.18014508190486933,0.6712504191057923,0.7359013607965124,0.25075258809769907,1,0.11724456970604158,0.1843905104476479,0.7517412024883734,0.7985259565089531,0.26880494112900616,0.2665402809789823,0.039609350529284874,0.5757389251705575,0.02761870708249546,0.3140232128333537,0.6541367066903816
0.20029246846174065,0.11520640798971013,0.72548913915607,0.5891822197185775,0.25189121524788394,1,0.22221783252731397,0.10760485028095382,0.8366006418413415,0.6507788353531933,0.2814673641794175,0.40330523265982987,0.0338680817124613,0.45495312635342444,0.02521577312958373,0.42986465780404953,0.6749730201718963
0.09586726464460206,0.11291486906192597,0.39853310802188113,0.24595934775659908,0.2387027264327328,1,0.21384289005400509,0.23648231704431225,0.7460918988389824,0.46206105595356217,0.49727716966623675,0.5128661249308516,0.09919375229312408,0.31401337442307886,0.0463053833813033,0.4173878059725576,0.5252543383375059
0.4470240297175488,0.1408129296954359,0.12020947744895502,0.08204375025074007,0.5461706220088531,0,0.7699495919078025,0.22720530904083888,0.20337638966678984,0.13718329617334749,0.9387720986301833,0.4009799756694994,0.2301655470982258,0.26053572964196214,0.34392872649778644,0.7294732780005676,0.09294906749023168
0.29607496313906245,0.16012995869363889,0.6498455988457297,0.6329748959578747,0.2728086618159441,1,0.3269085004148064,0.1492476117755233,0.7008012926684927,0.6579582305137128,0.28345493744833644,0.3169499342808516,0.04403943098718572,0.5144155945790522,0.056394624500598164,0.36789969831130925,0.47336331742668003
0.43625668569449977,0.5742171326950791,0.2523482700005747,0.11317910561106356,0.5439460825937148,0,0.5396663327757345,0.6959610930525376,0.2688514513414065,0.0993362653121728,0.6766093901487911,0.5923491500999263,0.613573323114222,0.07440690965142807,0.3348488052674608,0.21405950995739603,0.09642038049584667
0.46423053023998145,0.38785248539245637,0.09131181921978326,0.10780838238521281,0.49675913749052003,0,0.7093886926835229,0.5613031479328218,0.127196083286104,0.14143886444661427,0.7540553857552093,0.27888700973830527,0.44475785625634656,0.17925897346182337,0.5183383030546012,0.2967720967955834,0.047544917626332076
0.05004901796783577,0.06012961587316132,0.5774320443799171,0.641695174771696,0.2802550146229713,1,0.04696289773249884,0.06619397963717458,0.7796478504045918,0.8358273998089581,0.39940529592552715,0.26257650182830894,0.01120140800851984,0.6455049976808096,0.003786860804648143,0.6455352106805037,0.9339148948332442
0.706972606419478,0.6529654291185549,0.20004250883323335,0.18461626398301342,0.4455301327269279,0,0.7926284093923459,0.6957909907735882,0.16425568367495985,0.14131723357597423,0.45927571540470197,0.334676514262077,0.5327157548846904,0.13361253584667768,0.5270027384418149,0.1446749833993582,0.0459966740741935
0.17983317137415616,0.18675214538236629,0.43104687955034193,0.3789769491137408,0.34241785465111485,1,0.26651034034198673,0.2684195337079536,0.6081476137945457,0.5149471142030062,0.5224701039670343,0.3593213839540923,0.09861988549764347,0.4009831238906383,0.07573542943519086,0.39785909544219955,0.3959833470690023
0.5178226307587271,0.3085624754247143,0.09932424067827503,0.09260690846864544,0.4860025313318721,0,0.8078886242551466,0.4504867062473926,0.14269141157400433,0.12547129729117792,0.7497462327915625,0.3280718602145919,0.39283233079354624,0.1907143656692816,0.4936879449598961,0.3609593582409487,0.05221626281687268
0.05390669076490491,0.11309701500841565,0.5537991063318997,0.3406397656384731,0.3768240166180903,1,0.07335509394658135,0.1691486095930266,0.8184907161823828,0.48925570515407946,0.6114065889181526,0.5374922802481443,0.07181036722956557,0.326337897308575,0.015334906686947258,0.6026313107660022,0.7752484458838945
0.27920229703510335,0.3354171167008607,0.13548303044976792,0.0,0.2768089283373305,0,0.6233244870615424,0.7013611412900843,0.3176358043001771,0.0023016883687641265,0.6167739460166932,1.0,0.934330519346615,0.0,0.31913979729583075,0.19325344975985054,0.10282207351603084
0.12087500894459634,0.0836575247634122,0.44426677076331056,0.8517659282007679,0.14698918825699778,1,0.15396321417471132,0.09784287411982703,0.5906941977923023,0.9999999999999999,0.18404297391779734,0.08961662833479331,0.005728941386674978,0.9999999999999999,0.03865880406836866,0.35087893930804076,0.5718915812693713
0.16963315289771502,0.10762291278722974,0.4868983506898614,0.588737329948598,0.1025630354201533,1,0.26315852864379885,0.1566136240156731,0.711162211887369,0.8265066520191205,0.14196294727854952,0.2328420304471002,0.03132372537307209,0.6361231266444449,0.04750462294499716,0.24195475575754027,0.5185605486400489
0.3322057705798358,0.17183926113239423,0.6452944143951742,0.7659628798510717,0.5267205450549065,1,0.2961825123311635,0.11783452128448937,0.576851888079417,0.6720425876634891,0.5047172458596545,0.23535585980576354,0.03460432135361612,0.6249143429623708,0.06517676295216814,0.6194368274118336,0.4351848940494206
0.32550681766201284,0.4964955686242553,0.17174951835647487,0.1144096627753349,0.27903672997805506,0,0.5465040030586918,0.7984530980002591,0.2736465946299267,0.17868757152311046,0.4595180653326362,0.4272330307755826,0.5363048718438197,0.11653366042667077,0.3553364639662559,0.12100010798129392,0.08880463314903989
0.4443404902726656,0.4414400130469685,0.07273719552259914,0.0,0.4422613187800807,0,0.7599621888278412,0.7173979292926502,0.13026168886366601,0.0,0.751009504338704,0.9672995773150413,1.0000000000000002,0.0,0.5803638313587288,0.23021508452134315,0.03738985595341658
0.8031185845677297,0.8416848528480534,0.45168944003108213,0.18457951730607966,0.3335857606531917,0,0.7569290020826127,0.7647714073549117,0.3427735139872007,0.09500870684686383,0.2434698417477405,0.7326888847781954,0.6751650060726271,0.048188971532723085,0.3438858868478782,0.06420257959049984,0.09296507597396808
0.5984493997056188,0.5384086156761259,0.08146877673067845,0.1456580358336982,0.36523716690935315,0,0.830824450988296,0.7089382489686122,0.08769051849608411,0.16010247783147355,0.4795806960354257,0.196496162635984,0.5108189934012268,0.17024081928508408,0.697594420934788,0.14772274869911023,0.022757262919851293
0.4388567840275838,0.5355234689670092,0.0,0.2812202397457485,0.6298584198477305,0,0.5763600350423659,0.6821372516349925,0.0,0.31189887616379197,0.840000302652381,0.0,0.33491994288253524,0.4048688634653378,0.9999999999999999,0.27181602448103004,0.0
0.18796189988826922,0.039635462585654785,0.5712255917174249,0.5836858622315384,0.41075740287658646,1,0.22388421287109278,0.017654663262733128,0.6910459441197037,0.6814225061078757,0.5352220020909322,0.29680591793004196,0.00845009735757151,0.6073524044768658,0.02802174111429126,1.0,0.6507575717988586
0.0,0.029793468929366046,0.5531545923809468,0.42150930098642425,0.05713534315476956,1,0.0,0.09013198909613415,0.9999999999999999,0.795676711972658,0.14688064099555448,0.42871293819662937,0.01875042902765882,0.4566643161657846,0.0,0.3251030611955676,1.0000000000000002
